Chr	cM	Mb
12	21.637	36.628917
12	24.305	37.595106
12	24.305	39.35862
12	25.2	39.541326
12	25.487	40.250124
12	25.487	41.395031
12	26.072	41.569442
12	26.072	43.219216
12	26.967	43.801895
12	26.967	45.455648
12	27.254	45.826229
12	27.54	46.008976
12	28.76	46.245576
12	28.76	46.58524
12	29.344	46.764167
12	29.344	47.327315
12	29.631	47.565065
12	29.631	47.90241
12	30.216	47.917725
12	30.216	48.413931
12	30.502	50.066536
12	32.413	53.911047
12	36.358	55.741343
12	36.358	55.866587
12	36.645	55.988945
12	36.645	56.422768
12	36.931	57.107314
12	36.931	58.773264
12	37.827	59.053626
12	37.827	59.702511
12	38.733	60.071016
12	38.733	60.243671
12	39.318	60.476552
12	39.604	61.268161
12	39.604	64.303587
12	39.891	65.130807
12	39.891	65.488802
12	43.006	68.669115
12	43.006	68.74935
12	43.292	68.860207
12	43.579	69.125067
12	43.865	70.704784
12	43.865	71.661621
12	44.152	71.817797
12	44.438	71.94867
12	44.438	72.561829
12	49.501	76.10369
12	49.788	76.396441
12	51.699	76.832202
12	51.985	76.993653
12	52.57	77.144632
12	52.57	77.371478
12	54.128	77.479298
12	57.727	81.069515
12	57.727	82.238899
12	58.013	82.689781
12	58.013	83.911343
12	59.233	83.974582
12	59.523	85.117956
12	60.742	85.87282
12	61.638	86.986285
12	61.924	87.446646
12	62.831	88.249949
12	62.831	89.933467
12	63.748	90.14875
12	64.035	91.397267
12	64.035	92.209032
12	64.321	92.498431
12	64.321	92.577476
12	64.608	92.775405
12	64.608	92.995473
12	64.894	93.085023
12	65.181	93.207168
12	65.181	93.659076
12	65.467	93.80646
12	65.467	95.601009
12	67.778	97.343221
12	67.778	98.047412
12	78.264	100.818236
12	78.55	101.182676
12	78.847	101.804025
12	79.133	101.866283
12	79.133	103.122571
12	79.42	103.431462
12	79.42	103.550016
12	79.706	103.658501
12	79.706	103.76671
12	82.048	104.269891
12	82.334	104.522186
12	82.334	105.392392
12	83.569	105.63219
12	85.167	105.957284
12	85.453	106.091062
12	86.703	106.753155
12	86.703	106.8815
12	86.993	107.634512
12	88.954	108.786161
12	89.241	109.136781
12	89.241	109.444141
12	89.527	109.60989
12	89.814	110.136559
12	90.398	110.330975
12	90.685	110.698472
12	90.685	110.748174
12	90.975	111.035057
12	90.975	111.535844
12	91.892	112.417854
12	92.179	112.426348
12	92.179	113.74149
12	95.726	114.496726
12	96.013	114.553844
12	96.299	115.166911
12	97.228	116.788761
12	97.813	117.385533
12	97.813	117.417765
12	98.1	117.956771
12	99.319	118.628399
12	99.319	118.665667
12	99.606	118.957586
12	99.606	119.427046
12	100.19	120.290628
12	100.19	121.123403
13	0.0	12.155223
13	1.22	16.27633
13	1.22	16.930088
13	1.506	17.085793
13	1.793	17.34435
13	1.793	17.504405
13	2.079	17.979063
13	2.664	18.46343
13	2.664	18.955998
13	3.256	19.488034
13	3.256	19.585658
13	3.542	19.99402
13	3.829	20.52956
13	4.115	20.587898
13	4.402	20.656483
13	4.402	21.871442
13	4.691	22.25595
13	5.276	22.490835
13	5.276	23.95664
13	13.817	30.76938
13	14.104	31.365185
13	14.104	32.312268
13	14.39	32.485697
13	14.677	32.735701
13	14.677	34.040782
13	15.261	34.272078
13	15.261	35.408359
13	15.853	35.701495
13	16.438	35.96556
13	16.438	37.063968
13	19.986	39.434859
13	20.272	39.899432
13	20.857	40.134141
13	20.857	41.29575
13	21.143	41.538154
13	21.43	42.551105
13	21.43	42.778421
13	25.029	45.402972
13	25.315	45.454656
13	25.315	45.641521
13	28.094	45.997091
13	28.094	46.28489
13	28.989	46.847884
13	28.989	47.005652
13	29.276	47.055081
13	29.569	47.225288
13	29.569	47.771258
13	34.712	52.866221
13	34.712	53.525772
13	42.838	54.980446
13	42.838	55.50031
13	43.429	56.048265
13	43.429	56.582796
13	43.716	57.139114
13	43.716	57.5418
13	44.013	57.879229
13	44.013	58.152621
13	44.299	58.288367
13	44.586	58.543181
13	44.586	58.825896
13	44.872	59.281898
13	45.162	59.454244
13	45.449	59.546201
13	45.738	59.805605
13	47.336	63.061923
13	47.336	63.615068
13	47.626	64.056718
13	47.626	64.072989
13	47.912	64.187019
13	48.199	64.303978
13	48.199	64.796508
13	48.485	65.002321
13	48.485	65.397884
13	48.772	66.98147
13	48.772	67.600531
13	49.667	68.711507
13	49.667	69.092647
13	49.954	69.23093
13	49.954	70.148387
13	50.24	70.216412
13	50.527	71.140973
13	50.527	71.214146
13	50.527	71.587336
13	51.433	73.106372
13	54.592	75.901603
13	54.592	78.257415
13	54.879	78.414571
13	54.879	80.87711
13	55.165	81.063897
13	55.455	81.246253
13	56.351	81.993956
13	56.351	83.460053
13	56.935	83.876592
13	58.185	84.841126
13	58.185	87.427648
13	58.472	87.71837
13	58.472	89.176072
13	58.758	89.562162
13	58.758	89.637276
13	59.045	90.400296
13	59.331	90.560307
13	59.331	91.275494
13	59.625	91.841956
13	59.625	92.878914
13	59.911	93.49094
13	59.911	93.493821
13	60.198	93.772827
13	60.198	94.569174
13	60.484	96.226476
13	60.484	96.283661
13	60.774	96.470954
13	60.774	96.545368
13	61.061	96.594658
13	61.347	97.155588
13	62.243	98.551174
13	62.529	99.20617
13	62.529	99.427278
13	63.114	99.628243
13	63.114	99.793979
13	63.4	100.123264
13	63.4	100.636776
13	64.296	101.266455
13	65.192	102.395402
13	65.783	102.666992
13	65.783	103.343043
13	66.368	103.442134
13	66.368	103.588229
13	66.953	103.899452
13	67.239	104.624702
13	68.837	105.974917
13	69.123	106.107117
13	69.123	106.90452
13	70.681	107.13554
13	70.681	107.783128
13	71.266	107.820919
13	72.864	107.925488
13	72.864	108.070277
13	73.759	108.472543
13	74.046	108.82188
13	74.332	109.069838
13	74.332	109.760614
13	74.619	109.905655
13	74.619	110.267636
13	74.912	110.471635
13	74.912	110.632823
13	76.848	111.231269
13	76.848	111.345655
13	77.432	111.811237
13	77.432	112.403812
13	78.024	112.561278
13	78.024	112.643343
13	79.582	113.426471
13	79.582	113.558619
13	79.868	113.594873
13	79.868	114.047797
13	80.764	116.238013
13	80.764	116.327506
13	81.05	116.341976
13	82.628	116.719469
13	82.628	117.040318
13	84.205	117.326957
13	84.205	117.893376
13	84.498	118.393789
13	84.498	118.645363
13	87.702	120.05903
13	87.702	120.179541
13	87.989	120.203852
14	0.0	8.852063
14	0.0	10.238922
14	0.286	10.592843
14	0.286	10.651878
14	0.576	11.312992
14	0.576	12.915355
14	0.863	13.073983
14	0.863	19.569108
14	2.113	20.733676
14	2.113	21.756073
14	2.399	21.831603
14	2.686	21.847722
14	2.686	22.571472
14	2.972	22.803663
14	2.972	23.53982
14	3.557	23.777999
14	11.127	31.832136
14	11.127	31.996603
14	11.417	33.764826
14	13.015	33.906432
14	13.015	34.026418
14	15.295	34.609256
14	15.295	35.141866
14	15.582	35.170431
14	15.868	36.200742
14	15.868	37.340726
14	17.466	39.961748
14	17.466	40.378546
14	18.051	40.646887
14	18.051	41.227502
14	18.337	41.43049
14	18.337	42.000001
14	18.922	42.819085
14	18.922	46.175354
14	19.209	46.697705
14	19.209	47.011324
14	20.766	47.679976
14	21.053	47.717467
14	21.339	47.817019
14	21.339	48.938491
14	21.626	49.147299
14	21.626	49.506929
14	22.211	49.708959
14	22.802	50.409367
14	22.802	52.650879
14	23.089	52.760253
14	23.089	54.864243
14	23.375	54.987777
14	23.375	55.23688
14	23.662	55.368948
14	23.662	56.009747
14	23.948	56.051954
14	24.242	56.241526
14	24.242	56.989695
14	24.528	57.409826
14	25.748	57.704959
14	25.748	58.04931
14	26.034	58.197136
14	26.034	59.236689
14	26.321	59.43413
14	26.321	59.729143
14	26.607	59.823959
14	26.607	59.956944
14	26.894	60.386941
14	26.894	61.019192
14	27.18	61.453947
14	27.18	61.810349
14	27.467	61.919388
14	27.757	62.215306
14	28.043	62.3881
14	28.043	62.767187
14	28.33	63.105547
14	28.33	63.610772
14	28.616	64.180697
14	28.616	65.159864
14	29.201	65.324728
14	29.201	66.386349
14	29.487	66.48528
14	29.774	66.795969
14	30.06	67.141574
14	30.347	67.413667
14	30.347	68.427156
14	30.633	68.529235
14	30.92	69.076186
14	30.92	69.379832
14	33.231	71.665656
14	33.517	71.920111
14	34.413	72.506626
14	34.413	72.653811
14	34.699	73.244747
14	34.992	73.363688
14	34.992	73.375488
14	36.55	73.597328
14	36.55	73.653474
14	36.837	73.953086
14	36.837	75.109098
14	37.123	75.319186
14	37.123	75.621181
14	37.708	78.358584
14	38.637	78.783157
14	38.923	78.964397
14	38.923	79.390534
14	39.508	79.830781
14	39.795	80.081343
14	39.795	81.304851
14	41.014	81.473747
14	41.014	81.61528
14	41.301	81.780585
14	41.301	83.392385
14	42.196	84.040442
14	42.196	84.554167
14	42.483	84.867597
14	42.483	88.557273
14	42.769	88.943333
14	42.769	89.316098
14	43.056	89.911436
14	43.056	90.486235
14	43.342	90.7757
14	43.629	90.80918
14	43.915	91.322092
14	47.463	94.110423
14	47.463	96.608536
14	47.749	96.963865
14	47.749	97.600346
14	48.036	98.076986
14	48.036	99.738757
14	48.322	99.784302
14	48.609	99.95339
14	48.609	100.005237
14	49.504	100.175287
14	50.089	100.680462
14	50.089	100.680804
14	50.995	101.11374
14	50.995	101.64191
14	54.199	103.964365
14	54.199	104.605169
14	54.486	105.265082
14	54.486	105.565102
14	55.72	106.286762
14	56.007	106.671472
14	56.007	106.815539
14	56.293	106.982673
14	56.587	107.620719
14	56.587	108.651494
14	58.145	109.988358
14	58.145	111.167694
14	58.729	111.51448
14	60.327	114.013473
14	60.327	115.150446
14	60.912	116.406006
14	60.912	117.265706
14	61.198	117.296055
14	62.116	117.437298
14	62.116	117.657344
14	62.701	118.240235
14	65.074	118.861653
14	65.36	118.978166
14	65.36	118.999362
14	65.647	119.128124
14	65.933	119.3553
14	65.933	119.425506
14	66.525	119.710569
14	66.812	120.021465
14	66.812	120.038196
14	67.707	120.11088
14	67.707	120.370954
14	69.694	120.756587
14	69.694	121.533414
14	70.623	124.508018
15	0.0	3.229128
15	0.286	3.410211
15	0.573	3.619111
15	1.158	3.927909
15	1.158	4.349254
15	5.16	8.249029
15	5.16	8.424277
15	9.64	12.60246
15	9.927	12.972088
15	9.927	13.023538
15	10.213	13.149248
15	10.213	13.253364
15	12.524	14.320272
15	12.524	16.094379
15	13.43	19.03501
15	13.43	20.87216
15	13.717	21.710441
15	13.717	22.085377
15	14.003	22.159043
15	14.003	22.402099
15	14.29	22.550162
15	14.577	22.66536
15	14.577	25.380625
15	14.863	25.661841
15	14.863	26.360801
15	15.15	26.705624
15	17.817	28.251497
15	18.103	28.428132
15	18.103	28.880242
15	18.39	28.97566
15	18.39	29.369987
15	19.987	31.661106
15	20.274	31.971923
15	20.274	32.238807
15	20.564	32.62594
15	20.564	32.62594
15	20.85	32.946234
15	21.137	33.180279
15	21.137	33.427165
15	23.877	38.818094
15	23.877	38.822669
15	24.164	38.955762
15	24.755	41.700826
15	25.042	42.123488
15	25.042	42.338283
15	25.328	42.453451
15	25.328	44.180929
15	25.615	44.206757
15	25.615	44.717039
15	26.521	45.108962
15	26.521	45.904893
15	26.811	48.632822
15	26.811	49.846908
15	27.098	50.042766
15	27.098	50.907092
15	27.689	51.102728
15	27.689	51.649191
15	28.274	51.799441
15	28.274	51.94614
15	28.561	52.146433
15	28.561	54.262843
15	28.847	54.409336
15	28.847	55.001428
15	30.758	56.992039
15	35.821	62.052931
15	36.108	62.319409
15	36.108	62.952629
15	36.699	63.151781
15	36.699	63.489947
15	38.98	65.076745
15	40.915	67.951983
15	40.915	68.411283
15	42.135	68.661132
15	42.135	68.744994
15	43.733	69.276655
15	43.733	70.046281
15	44.628	70.331555
15	44.628	70.822235
15	44.915	70.982535
15	44.915	72.042385
15	45.201	72.247765
15	45.488	72.331039
15	45.488	73.220023
15	46.072	73.370668
15	46.072	73.667426
15	46.359	73.962989
15	46.359	74.082231
15	51.876	77.990181
15	52.461	78.589639
15	52.748	78.741346
15	52.748	79.223648
15	53.332	79.503134
15	53.619	79.746549
15	53.619	81.179713
15	53.905	81.657103
15	53.905	81.745212
15	54.195	82.283652
15	54.482	82.75597
15	56.792	82.944824
15	56.792	83.609703
15	57.079	83.867916
15	57.079	84.968202
15	57.985	85.458425
15	57.985	85.601258
15	58.272	85.776068
15	58.558	86.000455
15	58.558	86.099723
15	59.143	86.437547
15	59.143	86.512776
15	59.43	86.803132
15	60.649	87.307011
15	61.234	87.788313
15	61.819	87.908142
15	62.105	87.929487
15	62.105	88.048034
15	62.69	88.30126
15	64.248	89.413297
15	64.248	89.873513
15	64.847	90.376371
15	65.133	90.583805
15	65.133	90.596957
15	66.353	90.759411
15	66.353	91.504597
15	67.572	91.723348
15	67.859	91.889318
15	67.859	92.378558
15	68.145	92.458751
15	68.145	92.673805
15	68.73	92.839468
15	68.73	93.134852
15	69.315	93.284538
15	69.315	94.018477
15	69.907	94.145735
15	69.907	94.682661
15	70.193	94.999571
15	70.778	95.144975
15	70.778	95.302902
15	71.673	95.780105
15	73.609	96.03109
15	73.609	96.9419
15	74.201	97.406701
15	75.107	97.591073
15	75.107	97.961247
15	75.692	98.553458
15	76.588	98.88756
15	84.025	102.190852
15	84.311	102.78196
15	84.311	102.818435
15	84.903	102.995104
15	84.903	103.129753
16	0.0	5.651737
16	0.286	5.888983
16	0.573	5.964706
16	0.573	6.184975
16	0.86	6.223812
16	1.146	6.548996
16	1.146	7.962921
16	3.925	10.595592
16	3.925	11.172684
16	4.842	11.886515
16	5.129	11.961498
16	5.415	12.081498
16	5.702	12.47287
16	5.988	13.142433
16	6.275	13.249056
16	6.561	13.269756
16	6.561	13.593715
16	6.848	13.814544
16	6.848	13.902479
16	7.439	14.378704
16	7.439	14.722891
16	7.726	15.051844
16	8.325	17.412171
16	9.902	17.663455
16	11.122	19.88317
16	12.017	21.323713
16	12.017	21.339075
16	12.304	22.028918
16	14.239	23.467677
16	14.239	23.737061
16	14.526	23.797301
16	15.745	24.175771
16	21.826	27.062965
16	21.826	27.436401
16	22.411	27.498199
16	22.411	27.980321
16	22.697	28.238285
16	23.282	28.99048
16	23.568	29.031981
16	23.568	29.340268
16	26.684	31.615881
16	26.684	32.194864
16	26.97	32.312107
16	27.257	32.425576
16	27.257	32.471946
16	27.848	32.679562
16	27.848	33.322668
16	28.433	33.48126
16	29.339	34.000947
16	29.626	34.308445
16	29.626	35.110654
16	29.912	35.200809
16	29.912	35.28271
16	30.199	35.548162
16	30.199	36.540313
16	31.094	36.613089
16	32.329	36.946776
16	32.329	38.174907
16	32.914	38.377936
16	32.914	39.041162
16	33.2	39.118133
16	33.487	39.1826
16	33.487	39.493445
16	34.086	39.63095
16	34.086	40.235896
16	34.372	40.806137
16	34.372	41.340431
16	34.659	41.688006
16	34.659	41.700976
16	34.945	42.10329
16	34.945	43.943627
16	36.856	44.259586
16	36.856	44.662108
16	37.448	45.072728
16	37.448	45.541112
16	41.099	51.051259
16	41.995	51.096871
16	41.995	51.105988
16	42.281	51.442245
16	42.281	51.548004
16	44.562	56.463019
16	44.562	56.49376
16	44.848	56.652577
16	44.848	57.425568
16	45.447	57.552271
16	45.447	58.23104
16	45.734	58.539259
16	45.734	59.697755
16	46.318	59.838933
16	46.605	60.328963
16	46.891	60.576913
16	46.891	60.97816
16	47.483	61.403131
16	47.77	61.491008
16	47.77	62.11396
16	48.056	62.269531
16	48.056	63.566296
16	49.992	63.77294
16	49.992	63.792297
16	50.278	64.058836
16	50.278	66.3275
16	50.863	66.732917
16	50.863	66.872982
16	52.083	66.934485
16	52.083	67.613616
16	52.369	67.888886
16	52.369	69.011702
16	53.589	69.289857
16	55.524	69.802968
16	55.524	69.809656
16	55.811	70.195003
16	55.811	72.909884
16	57.369	73.748201
16	57.369	74.08495
16	57.655	74.160022
16	57.655	74.870024
16	60.77	74.917947
16	60.77	76.054287
16	61.355	76.37462
16	61.355	76.381347
16	62.575	76.657842
16	62.575	77.429427
16	63.47	78.133531
16	63.47	78.931347
16	63.757	79.253231
16	63.757	81.106487
16	64.043	82.141303
16	64.043	83.406628
16	64.33	83.73264
16	64.33	84.553682
16	64.922	85.087449
16	64.922	85.165753
16	65.817	85.962028
16	66.104	86.161603
16	66.104	86.200246
16	68.771	86.457837
16	68.771	86.462444
16	71.081	88.033027
16	71.081	88.183108
16	72.332	88.934052
16	72.332	89.451582
16	72.618	89.533119
16	72.618	89.590533
16	72.904	89.885517
16	72.904	90.609836
16	74.84	91.670408
16	75.127	92.411849
16	75.413	92.790231
16	78.081	92.999909
16	78.081	93.53835
16	78.367	93.684887
16	78.653	93.85551
16	78.653	93.933922
16	82.201	96.944467
16	82.201	97.244429
16	83.421	97.617114
16	84.012	97.799871
17	0.0	3.227818
17	0.0	3.484661
17	1.22	3.794553
17	1.22	4.366842
17	1.506	4.593481
17	4.173	6.039014
17	4.173	6.119114
17	4.46	7.300009
17	4.46	7.354691
17	5.366	7.749637
17	5.366	9.032963
17	6.924	9.565935
17	6.924	9.642684
17	7.214	9.985175
17	7.214	10.166445
17	7.799	10.586983
17	7.799	11.481617
17	8.694	11.606729
17	8.694	12.172307
17	8.981	12.243518
17	9.876	12.508087
17	9.876	16.396666
17	10.166	16.482463
17	10.166	21.646616
17	11.062	21.82738
17	11.062	23.003494
17	12.281	23.322636
17	12.281	24.119003
17	12.568	24.331044
17	12.568	24.766428
17	12.854	24.987866
17	12.854	26.350809
17	13.439	26.950946
17	13.439	27.109961
17	13.726	27.588408
17	14.621	27.985169
17	14.621	29.917067
17	15.539	30.022646
17	15.539	31.061911
17	15.825	31.179359
17	15.825	31.326529
17	17.736	31.769795
17	18.023	32.068297
17	18.023	32.07899
17	19.257	33.247164
17	19.257	34.518028
17	19.544	35.192177
17	19.544	35.276718
17	19.83	35.667113
17	20.117	37.015392
17	20.117	39.314865
17	23.232	40.708058
17	23.232	43.22618
17	23.522	43.560113
17	23.812	43.766137
17	23.812	43.922071
17	24.411	43.961584
17	24.697	44.224864
17	24.697	44.300072
17	26.275	45.448428
17	26.561	45.461961
17	26.848	45.704197
17	26.848	45.877172
17	28.809	47.865726
17	28.809	48.549495
17	29.715	48.739175
17	29.715	48.899803
17	30.001	49.108448
17	30.288	49.562368
17	30.288	49.573924
17	30.88	49.697205
17	30.88	50.72115
17	31.478	50.872669
17	31.478	50.898847
17	31.765	51.3383
17	31.765	51.559028
17	32.35	51.88439
17	32.35	51.905141
17	32.64	52.039737
17	32.926	52.202742
17	32.926	52.300325
17	33.213	52.43697
17	33.213	52.524176
17	33.811	52.750885
17	34.101	52.853979
17	34.101	53.184292
17	34.693	53.622039
17	34.983	53.677832
17	35.269	53.810983
17	35.269	55.409408
17	36.52	55.490261
17	36.52	55.828738
17	37.104	57.492875
17	37.703	63.948054
17	37.99	63.988383
17	37.99	64.06179
17	38.276	64.37522
17	38.861	64.931433
17	39.446	65.343194
17	39.732	65.422129
17	39.732	66.710415
17	41.643	66.785539
17	41.643	67.111529
17	43.201	67.45102
17	43.201	67.646292
17	43.488	67.85458
17	44.707	68.421021
17	44.707	68.482569
17	45.299	69.149197
17	45.299	69.322297
17	48.458	70.599745
17	48.458	71.101564
17	48.751	71.350424
17	48.751	72.001676
17	51.824	72.598863
17	51.824	74.041406
17	52.11	74.133003
17	52.11	75.262849
17	53.688	75.465362
17	53.688	76.240728
17	55.245	76.561294
17	56.141	76.865457
17	56.427	77.217263
17	56.427	77.344135
17	56.714	77.448214
17	56.714	78.660252
17	57.0	78.754731
17	58.912	79.560023
17	58.912	79.883244
17	60.489	81.3516
17	60.779	81.620039
17	60.779	81.764821
17	61.674	82.021401
17	61.674	83.617198
17	61.961	83.797598
17	61.961	83.8673
17	63.195	84.146861
17	63.195	85.144747
17	65.863	87.157409
17	65.863	87.477782
17	67.774	89.401316
17	68.365	89.889851
17	68.652	90.179671
17	68.652	90.487044
17	68.939	90.663725
17	69.834	90.816256
17	69.834	91.003684
17	71.77	91.559963
17	71.77	91.978432
17	72.676	92.100362
17	72.963	92.560339
17	72.963	94.53035
18	0.0	3.516538
18	0.0	4.100245
18	0.286	4.643087
18	0.286	5.041116
18	0.573	6.947943
18	0.86	9.489144
18	1.444	9.902164
18	3.38	11.084827
18	3.38	11.370612
18	3.666	11.633351
18	4.562	12.709026
18	4.562	13.229155
18	5.147	14.271307
18	7.082	15.408256
18	7.369	15.797207
18	10.917	16.57319
18	10.917	19.864358
18	11.207	20.093215
18	11.207	20.66688
18	11.493	20.982759
18	11.493	21.287249
18	12.078	21.512383
18	12.078	23.93206
18	13.636	24.320391
18	13.922	24.601254
18	13.922	24.789899
18	14.209	24.961158
18	14.209	25.622262
18	14.495	25.856427
18	14.782	26.919756
18	14.782	27.595371
18	17.485	28.455185
18	17.772	29.688175
18	17.772	30.522236
18	18.058	30.597418
18	18.058	31.285349
18	18.345	31.715892
18	18.345	31.860935
18	18.631	32.047326
18	18.918	32.901097
18	18.918	34.074321
18	19.502	34.134968
18	19.789	34.420258
18	19.789	35.204413
18	20.374	35.972315
18	20.374	36.214167
18	20.66	36.279725
18	20.66	37.850371
18	20.95	38.428526
18	21.846	38.814807
18	21.846	38.945203
18	22.132	39.107242
18	22.419	39.202213
18	22.419	39.822462
18	23.003	40.103727
18	23.003	41.821107
18	23.595	41.940683
18	23.595	42.908435
18	23.882	43.083463
18	25.459	43.314322
18	25.459	45.15719
18	25.745	45.300264
18	26.032	45.94926
18	26.032	46.215511
18	27.252	46.435493
18	27.252	49.028156
18	27.538	49.191315
18	27.825	49.445982
18	29.76	50.106591
18	29.76	50.144478
18	30.047	50.847059
18	30.632	51.178664
18	30.632	52.681743
18	30.918	52.947223
18	30.918	53.549149
18	32.184	56.130258
18	34.557	56.618685
18	34.557	56.763123
18	35.807	57.241643
18	35.807	57.397914
18	39.355	57.453543
18	39.641	57.593595
18	39.641	58.224567
18	42.714	58.625809
18	62.429	65.68899
18	62.715	65.769363
18	62.715	66.039596
18	63.3	66.634521
18	63.3	66.717184
18	63.59	66.978896
18	63.876	67.157701
18	64.163	67.764493
18	64.163	68.298822
18	68.577	68.674127
18	68.577	68.87642
18	68.864	69.067889
18	69.759	69.375724
18	69.759	69.494658
18	70.046	69.689995
18	70.046	69.905327
18	71.982	70.283357
18	72.566	70.627064
18	72.566	70.854302
18	72.853	70.944924
18	72.853	71.10294
18	74.073	71.528335
18	74.073	73.070071
18	77.62	74.004342
18	78.205	74.37848
18	78.205	74.433166
18	80.872	74.895829
18	80.872	75.703281
18	81.457	75.843607
18	81.743	76.110558
18	81.743	76.297242
18	82.03	76.899558
18	82.03	76.925278
18	83.265	77.065227
18	83.558	77.108821
18	83.558	77.7087
18	83.844	77.876025
18	88.829	82.409996
18	96.811	84.295655
18	99.121	85.689514
18	102.669	85.968791
18	102.669	86.55354
18	102.956	86.74967
19	0.0	3.413094
19	0.0	3.717262
19	0.895	4.316395
19	1.48	4.609413
19	1.48	4.740219
19	1.767	4.845967
19	1.767	6.372546
19	3.678	6.54281
19	3.678	6.987337
19	4.584	7.347678
19	4.584	8.631924
19	5.48	8.782189
19	5.48	8.814791
19	6.714	10.157494
19	7.008	10.24902
19	7.294	10.518532
19	7.294	10.670706
19	8.514	10.788813
19	8.8	10.826463
19	10.02	11.170616
19	10.605	12.018631
19	10.605	12.068236
19	10.891	12.128144
19	11.178	12.40487
19	11.464	12.699071
19	11.464	12.839089
19	12.049	13.033814
19	12.049	14.870325
19	13.985	15.041787
19	15.219	15.440658
19	15.219	15.599161
19	15.506	15.843735
19	15.506	16.153408
19	15.796	16.497186
19	16.387	16.95595
19	16.674	17.198567
19	16.674	18.018145
19	17.259	18.231111
19	17.259	19.172287
19	17.85	19.963541
19	17.85	20.27535
19	18.137	20.420341
19	18.423	20.42053
19	18.423	20.717813
19	18.71	21.205551
19	18.71	21.553227
19	19.93	21.917691
19	20.216	22.410451
19	20.216	22.509335
19	20.815	22.531308
19	20.815	22.873373
19	22.034	23.24026
19	22.034	23.889911
19	24.376	24.021291
19	24.376	24.783737
19	24.663	25.045356
19	24.949	25.41081
19	25.236	25.740939
19	25.236	26.160861
19	26.131	26.442305
19	32.698	28.477768
19	36.349	30.055665
19	36.349	30.739933
19	37.569	30.889376
19	41.014	32.109016
19	40.728	32.123499
19	40.728	32.17943
19	41.62	32.713512
19	41.907	32.747207
19	44.61	32.961543
19	46.891	35.692492
19	46.891	36.131091
19	48.125	36.251059
19	48.125	36.661713
19	48.71	36.969346
19	48.71	37.133628
19	49.616	37.538938
19	50.201	37.812888
19	50.201	37.913308
19	52.112	38.242985
19	52.399	38.379686
19	53.294	38.910191
19	53.294	39.682638
19	54.514	40.657508
19	54.514	41.716545
19	54.8	41.969693
19	54.8	42.10315
19	55.385	42.324504
19	55.385	42.487226
19	56.963	42.573794
19	57.249	42.643143
19	57.249	43.991579
19	57.449	44.096067
19	57.834	44.265919
19	57.834	44.65078
19	58.419	44.953379
19	58.705	45.066056
19	58.705	46.310145
19	59.297	46.656999
19	59.297	47.045662
19	59.583	47.218628
19	59.583	47.938806
19	60.803	48.078037
19	61.089	48.212355
19	61.681	48.448364
19	62.901	48.744592
19	63.187	48.972881
19	64.407	49.557685
19	64.407	50.798144
19	64.999	51.448402
19	65.583	52.068623
19	66.803	52.276519
19	66.803	52.514624
19	69.083	52.876323
19	69.083	53.084576
19	69.37	53.252871
19	69.962	53.459278
19	69.962	53.512607
19	70.546	53.933992
19	70.833	54.302473
19	71.418	54.618711
19	73.329	54.908634
19	73.615	55.093405
19	73.615	55.23613
19	74.511	55.602429
19	74.511	55.69096
19	75.096	56.160639
19	75.382	56.457052
19	75.669	56.682123
19	75.669	56.9369
19	75.955	57.066898
19	75.955	57.189454
19	76.242	57.517136
19	76.242	57.682096
19	77.137	57.970967
19	77.137	58.525151
19	81.139	58.785853
19	82.035	59.396318
19	83.254	59.53084
19	83.254	60.010465
19	84.15	60.157521
19	84.15	60.87594
19	84.436	61.116697
19	86.347	61.297371
X	0.0	9.129478
X	0.0	10.022274
X	0.895	10.277026
X	11.83	33.548078
X	12.415	36.252884
X	12.701	39.577865
X	13.286	39.806023
X	15.567	44.681821
X	16.151	45.229946
X	16.151	46.066981
X	18.493	47.777147
X	18.779	48.08375
X	19.675	48.285597
X	19.675	49.131637
X	20.26	49.31877
X	20.26	49.663845
X	20.546	50.304195
X	20.833	50.441455
X	20.833	51.078617
X	21.739	54.787687
X	22.026	55.021541
X	22.026	55.119514
X	22.312	55.423038
X	22.599	55.907641
X	22.599	56.198834
X	23.494	56.488673
X	24.39	58.076164
X	25.296	61.595304
X	25.296	61.868815
X	25.583	66.607414
X	25.583	66.915813
X	26.167	67.347283
X	26.167	68.130576
X	27.387	68.694214
X	27.677	69.187246
X	27.677	70.261113
X	27.963	70.273782
X	27.963	70.591776
X	28.25	71.121917
X	28.25	76.792463
X	28.835	77.128596
X	28.835	81.087943
X	29.125	81.842525
X	29.125	87.440158
X	29.411	89.920838
X	29.411	90.523798
X	35.108	99.321994
X	35.398	99.620141
X	35.398	101.637648
X	35.685	103.404884
X	35.685	104.017442
X	40.099	112.637353
X	40.386	113.965459
X	41.963	126.830238
X	42.25	127.009266
X	42.25	127.180024
X	42.835	127.572283
X	42.835	128.32397
X	45.993	130.138455
X	45.993	131.483756
X	46.28	132.120931
X	46.28	132.263711
X	46.865	132.6634
X	46.865	132.751196
X	47.76	133.125032
X	48.047	133.329156
X	48.047	134.541556
X	48.632	134.859902
X	48.918	135.887116
X	59.198	143.400776
X	62.903	147.758346
X	64.917	149.985631
X	66.475	150.143066
X	68.033	154.73828
X	70.313	158.023553
X	70.905	160.516968
X	71.49	160.727278
X	71.776	160.951099
X	71.776	162.637897
X	73.687	163.124562
X	74.279	163.741514
